Asset_ID,Asset_Type,Acquisition_Date,Acquisition_Cost,Depreciation_Method,Depreciation_Rate,Book_Value,Useful_Life,Years_in_Service,Maintenance_Cost,Repair_Frequency,Condition_Score,Utilization_Percentage,Retired
A294,Building,2012-09-23,142524,Straight-Line,8,5201.15,24,12,7720,6,6,69,0
A295,Furniture,2016-01-08,200001,Declining Balance,11,7484.97,22,8,14898,0,6,97,0
A296,Furniture,2005-02-09,182979,Straight-Line,7,-68945.48,16,19,15628,15,7,100,1
A297,Machine,2011-07-17,14858,Straight-Line,16,-16600.25,22,13,8310,5,8,46,0
A298,Machine,2005-05-12,43983,Straight-Line,6,-7256.59,27,19,14698,8,9,78,0
A299,Building,2021-04-03,228491,Straight-Line,7,172313.51,26,3,16866,13,7,35,0
A300,Furniture,2022-04-11,108724,Declining Balance,9,84354.93,24,2,18105,6,8,43,0
A301,Vehicle,2018-08-16,62355,Straight-Line,5,43195.79,23,6,18747,0,6,81,0
A302,Furniture,2013-10-24,139906,Declining Balance,5,63245.18,14,10,12136,9,9,5,0
A303,Vehicle,2010-07-17,56904,Straight-Line,16,-72681.22,14,14,4401,3,8,100,0
A304,Furniture,2019-03-22,98200,Straight-Line,9,49167.26,15,5,18020,1,4,97,0
A305,Building,2006-01-23,24383,Declining Balance,17,-53193.02,27,18,14497,6,3,11,1
A306,Equipment,2013-05-04,56753,Declining Balance,12,-21109.01,7,11,11000,1,10,52,1
A307,Building,2013-05-30,22968,Straight-Line,20,-29222.85,11,11,8992,15,8,65,0
A308,Building,2024-02-06,116251,Straight-Line,8,110059.44,16,0,18415,0,7,99,0
A309,Furniture,2009-09-28,24531,Declining Balance,11,-16033.86,8,15,7529,3,8,85,1
A310,Vehicle,2017-11-23,247636,Straight-Line,6,145501.42,17,6,4303,3,9,21,0
A311,Furniture,2018-12-17,163638,Straight-Line,20,-26451.07,7,5,18906,6,7,71,0
A312,Equipment,2009-06-20,178793,Declining Balance,15,-231720.63,22,15,7950,8,1,39,1
A313,Vehicle,2005-12-26,245579,Straight-Line,14,-400502.34,12,18,5179,0,6,87,1
A314,Furniture,2013-11-07,238723,Declining Balance,19,-256604.33,27,10,10106,10,8,55,0
A315,Machine,2012-11-24,128946,Declining Balance,10,-24164.13,17,11,7727,13,4,98,0
A316,Equipment,2022-05-29,157817,Straight-Line,15,101975.72,13,2,8247,10,9,40,0
A317,Furniture,2014-01-20,241702,Declining Balance,7,60365.9,14,10,12948,13,2,73,1
A318,Building,2013-03-29,94249,Declining Balance,14,-57907.62,8,11,18879,14,1,77,1
A319,Furniture,2008-10-31,231210,Declining Balance,5,46907.12,8,15,15119,15,3,96,1
A320,Vehicle,2021-10-26,112554,Declining Balance,17,56147.49,15,2,13339,10,10,33,0
A321,Furniture,2014-02-16,184673,Straight-Line,19,-188796.52,8,10,7614,9,9,3,1
A322,Machine,2012-07-19,98784,Declining Balance,13,-58204.07,11,12,13549,7,1,10,1
A323,Furniture,2012-05-16,37834,Straight-Line,14,-27845.82,19,12,8925,9,9,69,0
A324,Machine,2023-08-23,193906,Straight-Line,14,163412.29,23,1,12045,10,3,83,1
A325,Machine,2010-10-19,49846,Declining Balance,20,-89476.98,6,13,442,12,5,56,1
A326,Furniture,2023-03-29,53286,Straight-Line,7,47593.89,25,1,16900,5,9,100,0
A327,Equipment,2024-05-05,189473,Straight-Line,18,175083.43,22,0,17714,5,10,71,0
A328,Vehicle,2006-04-18,122532,Declining Balance,6,-13347.6,13,18,15360,7,4,50,1
A329,Machine,2013-09-02,218660,Straight-Line,14,-121179.57,27,11,3169,12,2,11,1
A330,Furniture,2012-05-07,174809,Declining Balance,5,66211.9,12,12,17566,13,2,67,1
A331,Vehicle,2018-04-19,188574,Straight-Line,15,5528.06,19,6,1944,15,7,88,0
A332,Building,2024-10-03,112788,Straight-Line,16,112639.68,17,0,13542,3,9,48,0
A333,Equipment,2017-10-21,93367,Straight-Line,10,28342.64,18,6,6182,2,3,87,1
A334,Vehicle,2015-01-05,215331,Straight-Line,8,47219.43,21,9,7560,11,5,99,0
A335,Machine,2004-11-14,54584,Straight-Line,5,254.23,21,19,4676,10,6,46,0
A336,Vehicle,2014-02-02,140847,Declining Balance,18,-129972.84,13,10,11300,11,8,45,0
A337,Equipment,2007-09-19,101978,Straight-Line,19,-228578.8,8,17,13316,0,10,6,1
A338,Equipment,2007-11-28,74818,Declining Balance,13,-89250.7,27,16,6894,6,1,44,1
A339,Vehicle,2011-03-21,65904,Declining Balance,8,-5568.44,5,13,17877,7,7,38,1
A340,Furniture,2017-01-30,180854,Declining Balance,8,69626.31,11,7,4466,2,4,97,0
A341,Equipment,2004-11-02,167592,Declining Balance,11,-199999.24,25,19,19753,7,7,33,0
A342,Vehicle,2020-09-07,57500,Declining Balance,5,45763.7,8,4,19284,1,4,62,0
A343,Machine,2019-08-09,63346,Declining Balance,6,43717.42,9,5,9434,5,4,56,0
A344,Machine,2015-12-17,185045,Straight-Line,15,-59518.58,30,8,1371,4,8,14,0
A345,Machine,2010-11-02,45122,Straight-Line,11,-24053.12,27,13,12543,8,8,11,0
A346,Building,2008-02-01,165119,Straight-Line,10,-110471.4,19,16,4652,6,1,33,1
A347,Building,2011-10-17,176420,Declining Balance,11,-75488.43,19,12,17582,15,1,39,1
A348,Machine,2007-05-13,242503,Straight-Line,7,-53098.19,5,17,4641,8,1,17,1
A349,Furniture,2024-09-27,110509,Straight-Line,18,110018.52,20,0,8684,2,4,95,0
A350,Vehicle,2015-03-03,5551,Straight-Line,6,2352.71,17,9,10211,6,10,23,0
A351,Equipment,2017-04-09,111410,Straight-Line,9,36221.99,19,7,12561,3,5,43,0
A352,Machine,2022-02-22,199590,Declining Balance,18,105394.46,6,2,14705,11,6,6,0
A353,Equipment,2010-02-05,205863,Declining Balance,9,-66062.28,23,14,3617,3,3,27,1
A354,Vehicle,2010-08-16,59375,Declining Balance,7,561.22,10,14,9183,11,2,7,1
A355,Building,2015-06-16,249655,Declining Balance,20,-215455.68,7,9,3522,5,9,96,1
A356,Furniture,2017-07-23,134310,Declining Balance,6,76199.77,11,7,9762,0,2,93,1
A357,Equipment,2012-05-17,228329,Straight-Line,17,-252882.19,6,12,6400,10,10,15,1
A358,Furniture,2016-05-22,191853,Declining Balance,6,95379.85,18,8,19971,2,5,28,0
A359,Machine,2008-12-09,109746,Declining Balance,15,-150938.33,13,15,6285,0,4,41,1
A360,Vehicle,2006-04-02,50746,Declining Balance,18,-118475.92,7,18,14153,1,7,48,1
A361,Furniture,2022-05-05,129413,Straight-Line,13,88621.31,7,2,11542,9,7,7,0
A362,Equipment,2014-03-16,121501,Straight-Line,7,31626.88,27,10,864,11,3,68,1
A363,Vehicle,2011-08-13,75439,Declining Balance,8,-3976.57,6,13,11900,5,6,9,1
A364,Building,2017-03-31,236608,Declining Balance,19,-101605.31,24,7,18889,15,7,48,0
A365,Building,2019-11-29,187833,Straight-Line,18,23600.06,8,4,16160,6,7,17,0
A366,Furniture,2021-03-24,185883,Declining Balance,20,54288.02,18,3,2311,3,3,96,1
A367,Vehicle,2008-02-07,62964,Declining Balance,20,-147008.0,7,16,15313,12,8,13,1
A368,Building,2011-04-10,240635,Straight-Line,11,-116744.24,14,13,5092,0,3,6,1
A369,Machine,2018-12-07,56944,Declining Balance,7,33682.77,30,5,2070,1,5,4,0
A370,Vehicle,2013-02-28,58549,Declining Balance,14,-36624.4,23,11,9591,2,3,83,1
A371,Machine,2005-06-03,79491,Straight-Line,20,-228237.17,10,19,3948,15,10,17,1
A372,Building,2016-02-15,44850,Declining Balance,5,25460.05,27,8,16867,15,8,35,0
A373,Machine,2005-06-23,196331,Straight-Line,17,-447876.73,26,19,11170,11,9,35,0
A374,Vehicle,2005-09-16,201800,Straight-Line,12,-259962.63,23,19,11522,11,6,75,0
A375,Furniture,2011-09-08,236050,Declining Balance,15,-227351.72,12,13,14334,8,9,53,1
A376,Machine,2013-12-07,9143,Declining Balance,10,-766.51,18,10,9098,9,6,35,0
A377,Equipment,2008-02-02,59445,Straight-Line,11,-49674.85,19,16,18292,9,7,93,0
A378,Machine,2018-04-25,89990,Straight-Line,6,55137.98,30,6,379,1,6,93,0
A379,Furniture,2020-04-16,154756,Declining Balance,20,16196.38,10,4,2762,15,4,97,0
A380,Furniture,2010-01-16,76131,Declining Balance,16,-103312.9,15,14,3802,3,5,69,0
A381,Furniture,2019-06-16,25265,Declining Balance,13,7816.92,20,5,12482,2,3,84,1
A382,Equipment,2020-07-28,217582,Straight-Line,19,44178.09,20,4,3741,13,8,74,0
A383,Building,2009-06-03,73787,Declining Balance,14,-84816.64,13,15,633,1,4,52,1
A384,Vehicle,2005-07-14,122623,Declining Balance,16,-254934.9,15,19,4843,0,4,59,1
A385,Building,2023-04-26,158399,Declining Balance,5,146920.5,11,1,9766,14,8,6,0
A386,Vehicle,2020-08-17,227319,Straight-Line,12,114394.39,7,4,4458,11,1,63,1
A387,Furniture,2014-11-21,43293,Declining Balance,10,510.03,10,9,5679,15,6,6,0
A388,Building,2019-03-22,28674,Straight-Line,12,9584.19,8,5,10684,3,8,71,0
A389,Furniture,2020-05-14,131701,Declining Balance,12,62162.87,23,4,19680,12,7,54,0
A390,Building,2005-12-06,40847,Straight-Line,17,-90023.43,15,18,2690,9,1,17,1
A391,Equipment,2014-05-06,246110,Declining Balance,9,15144.19,15,10,17207,12,5,3,0
A392,Furniture,2020-12-03,70547,Declining Balance,16,27159.63,18,3,7041,0,2,98,1
A393,Vehicle,2015-12-05,119914,Straight-Line,17,-60370.95,26,8,5645,12,9,5,0
A394,Vehicle,2012-08-05,190342,Straight-Line,14,-134178.07,26,12,11884,7,1,79,1
A395,Machine,2017-01-13,218627,Straight-Line,17,-68828.57,12,7,1248,4,10,74,0
A396,Building,2016-04-22,67597,Straight-Line,12,-1051.92,26,8,3073,5,1,97,1
A397,Equipment,2012-04-29,139750,Straight-Line,16,-138555.42,18,12,8644,2,8,51,0
A398,Vehicle,2008-03-03,105016,Straight-Line,6,385.54,22,16,5679,7,9,82,0
A399,Vehicle,2018-01-07,40621,Straight-Line,7,21425.63,20,6,18129,5,4,80,0
A400,Machine,2018-03-01,245091,Declining Balance,9,99386.08,19,6,9616,1,9,84,0
A401,Machine,2006-11-26,66478,Declining Balance,20,-171167.19,16,17,11486,5,5,77,1
A402,Machine,2022-12-05,187063,Declining Balance,7,162990.81,6,1,7678,5,7,73,0
A403,Furniture,2013-02-27,125491,Straight-Line,14,-78547.05,30,11,12889,13,3,92,1
A404,Building,2009-10-04,104054,Straight-Line,15,-130324.07,19,15,11417,13,8,62,0
A405,Equipment,2006-07-08,238090,Straight-Line,15,-414048.29,26,18,8201,0,9,93,0
A406,Furniture,2005-08-03,15607,Straight-Line,6,-2362.0,18,19,15852,8,9,59,1
A407,Vehicle,2011-04-21,248797,Straight-Line,7,14184.84,10,13,15522,5,6,66,1
A408,Equipment,2009-01-03,81803,Straight-Line,5,17313.1,5,15,19116,8,3,16,1
A409,Machine,2010-01-18,28305,Straight-Line,12,-21713.42,10,14,2680,5,5,91,1
A410,Equipment,2008-01-21,62025,Declining Balance,15,-93538.8,8,16,11371,2,1,43,1
A411,Building,2021-02-02,77572,Declining Balance,14,37642.61,28,3,8850,1,8,64,0
A412,Equipment,2013-02-20,138909,Straight-Line,17,-135795.92,14,11,3254,5,5,59,0
A413,Machine,2007-06-28,104052,Declining Balance,14,-147782.35,12,17,12686,1,8,56,1
A414,Machine,2022-02-08,80163,Declining Balance,20,37511.89,15,2,15789,4,8,10,0
A415,Building,2021-09-18,119105,Declining Balance,10,82753.5,29,3,17392,14,6,33,0
A416,Building,2005-11-30,98624,Declining Balance,7,-31600.21,7,18,12425,9,1,34,1
A417,Building,2011-05-29,70537,Straight-Line,12,-42608.21,8,13,16628,8,5,12,1
A418,Machine,2021-07-06,6135,Declining Balance,7,4737.23,21,3,3484,13,6,2,0
A419,Vehicle,2019-10-17,132803,Straight-Line,7,86551.17,14,4,17501,14,8,42,0
A420,Machine,2022-08-28,131046,Declining Balance,8,108929.74,5,2,5471,0,10,6,0
A421,Building,2007-05-02,116237,Straight-Line,15,-187905.87,30,17,16738,8,10,96,0
A422,Vehicle,2022-08-05,173413,Declining Balance,14,120666.94,23,2,8164,3,2,48,1
A423,Furniture,2009-10-08,217280,Declining Balance,20,-434798.12,11,15,18439,5,9,97,1
A424,Vehicle,2007-04-10,151226,Declining Balance,11,-139952.41,25,17,8614,13,2,95,1
A425,Furniture,2014-01-28,25984,Declining Balance,17,-21262.74,9,10,4356,3,9,62,1
A426,Vehicle,2022-11-22,83643,Straight-Line,18,55428.96,9,1,13449,2,1,47,1
A427,Building,2019-03-26,241296,Straight-Line,16,27527.58,9,5,2935,11,1,68,1
A428,Furniture,2017-11-05,224387,Declining Balance,20,-86312.15,18,6,19160,12,10,40,0
A429,Building,2013-12-04,167244,Straight-Line,11,-32298.71,18,10,14874,10,4,93,0
A430,Machine,2006-08-31,218403,Straight-Line,15,-374965.04,25,18,2191,12,9,62,0
A431,Equipment,2012-09-19,82385,Straight-Line,12,-36791.11,19,12,19700,7,9,68,0
A432,Equipment,2019-07-25,137183,Straight-Line,9,72913.7,19,5,12462,4,1,92,1
A433,Vehicle,2009-03-24,218117,Declining Balance,17,-358399.1,24,15,13485,14,8,41,0
A434,Building,2022-09-20,63311,Declining Balance,5,56832.46,28,2,1252,10,5,8,0
A435,Vehicle,2012-09-25,107182,Straight-Line,14,-73459.31,16,12,7943,8,5,78,0
A436,Building,2024-06-21,201331,Straight-Line,10,195428.97,29,0,19675,13,7,12,0
A437,Furniture,2008-12-13,179738,Declining Balance,14,-218462.92,16,15,2987,6,8,47,0
A438,Building,2022-10-03,30985,Declining Balance,11,24130.95,30,2,4477,6,8,31,0
A439,Equipment,2019-02-07,137673,Declining Balance,15,20669.81,16,5,14533,2,4,44,0
A440,Equipment,2017-01-25,214147,Declining Balance,6,115193.48,24,7,2719,6,6,74,0
A441,Furniture,2005-06-09,117621,Straight-Line,17,-269087.85,9,19,1765,11,8,69,1
A442,Building,2023-01-14,193617,Declining Balance,10,160145.13,28,1,14318,6,8,70,0
A443,Vehicle,2024-05-15,72681,Straight-Line,16,68093.14,29,0,15159,8,10,45,0
A444,Equipment,2023-07-28,202618,Declining Balance,18,159052.35,19,1,8396,1,1,13,1
A445,Machine,2020-08-07,178730,Straight-Line,18,44667.81,19,4,7428,9,1,42,1
A446,Equipment,2016-10-25,157453,Straight-Line,11,19701.04,9,7,800,12,5,69,0
A447,Vehicle,2004-10-12,12801,Declining Balance,11,-15357.34,29,19,12931,13,7,53,0
A448,Equipment,2006-01-20,220001,Declining Balance,15,-397870.3,18,18,14827,2,4,73,0
A449,Building,2005-03-10,244561,Straight-Line,8,-138696.24,19,19,18264,15,4,41,0
A450,Vehicle,2011-06-18,9600,Declining Balance,15,-9569.75,11,13,8686,4,9,46,1
A451,Equipment,2022-09-03,83004,Declining Balance,16,55205.62,17,2,4529,1,5,28,0
A452,Equipment,2014-06-11,26281,Straight-Line,9,1850.47,28,10,8209,4,2,43,1
A453,Machine,2011-10-22,97613,Declining Balance,14,-79593.37,19,12,13858,13,9,40,0
A454,Building,2009-03-20,121392,Straight-Line,10,-67480.65,25,15,5406,5,7,38,0
A455,Equipment,2022-10-09,92171,Straight-Line,15,64595.46,28,1,300,2,6,72,0
A456,Furniture,2023-01-19,167713,Declining Balance,7,147578.25,16,1,19606,15,5,70,0
A457,Building,2004-11-15,55663,Declining Balance,11,-66208.47,23,19,18461,10,7,33,0
A458,Furniture,2009-08-27,89157,Declining Balance,9,-32172.24,23,15,14699,14,9,65,0
A459,Furniture,2022-02-21,63717,Declining Balance,19,31942.29,17,2,13132,12,9,87,0
A460,Building,2012-07-10,162494,Declining Balance,11,-56454.42,22,12,6281,15,10,85,0
A461,Building,2012-08-27,182489,Declining Balance,17,-193443.34,12,12,6776,15,6,64,0
A462,Building,2023-10-14,166996,Straight-Line,17,139151.13,28,0,19835,0,8,58,0
A463,Building,2018-03-11,143968,Declining Balance,7,77675.67,27,6,19986,15,5,50,0
A464,Equipment,2015-05-19,125884,Straight-Line,14,-39634.49,9,9,3197,14,2,44,1
A465,Machine,2019-04-14,137081,Straight-Line,10,61893.01,23,5,11545,9,9,6,0
A466,Vehicle,2005-01-19,71111,Declining Balance,14,-125272.25,23,19,19914,4,8,74,0
A467,Machine,2004-12-23,79626,Straight-Line,7,-30735.64,28,19,18112,12,9,73,0
A468,Machine,2020-03-24,123255,Straight-Line,18,22537.09,24,4,18512,11,7,99,0
A469,Building,2011-08-05,97953,Declining Balance,12,-56979.13,11,13,4164,11,2,70,1
A470,Vehicle,2006-02-20,147193,Declining Balance,18,-346625.4,15,18,11172,14,3,39,1
A471,Vehicle,2019-08-12,160359,Declining Balance,10,77675.26,12,5,14386,9,9,31,0
A472,Machine,2022-04-24,178419,Declining Balance,5,156519.9,25,2,18406,6,5,50,0
A473,Building,2013-10-28,178653,Straight-Line,15,-114729.49,11,10,6480,4,6,87,0
A474,Vehicle,2005-03-15,160471,Straight-Line,7,-59418.23,8,19,7235,1,7,47,1
A475,Building,2008-04-10,221839,Straight-Line,7,-34406.32,12,16,15255,3,2,67,1
A476,Equipment,2010-01-22,238534,Declining Balance,17,-358173.51,21,14,5100,9,3,96,1
A477,Furniture,2005-11-24,90339,Declining Balance,16,-182549.13,23,18,3294,13,9,34,0
A478,Furniture,2006-03-18,7459,Straight-Line,19,-18854.51,12,18,19275,9,1,82,1
A479,Equipment,2011-08-12,121341,Declining Balance,11,-54334.17,25,13,14913,11,8,33,0
A480,Building,2007-09-21,128255,Straight-Line,14,-177975.77,30,17,480,15,1,34,1
A481,Vehicle,2019-05-10,10519,Declining Balance,15,1977.0,29,5,11000,8,3,69,1
A482,Vehicle,2012-05-25,9174,Declining Balance,12,-4449.77,10,12,16192,1,8,44,1
A483,Furniture,2011-02-11,180882,Declining Balance,10,-66207.77,5,13,10703,1,10,16,1
A484,Building,2020-01-12,34262,Declining Balance,17,6671.23,25,4,5199,3,5,81,0
A485,Building,2016-08-19,182268,Straight-Line,17,-69861.08,25,8,4155,7,4,85,0
A486,Vehicle,2014-05-30,37116,Declining Balance,17,-28263.07,11,10,18457,4,4,24,0
A487,Building,2008-08-17,222777,Declining Balance,19,-460727.25,9,16,13082,11,2,42,1
A488,Furniture,2012-01-29,211199,Straight-Line,5,77131.03,21,12,11513,10,5,85,0
A489,Building,2015-05-04,208824,Declining Balance,9,31541.01,6,9,12221,3,3,31,1
A490,Building,2015-12-03,93768,Straight-Line,19,-63890.69,29,8,8763,11,3,10,1
A491,Equipment,2005-07-23,72214,Straight-Line,19,-191485.81,9,19,13049,0,10,52,1
A492,Furniture,2016-09-29,89608,Declining Balance,14,-11062.29,25,8,125,6,2,8,1
A493,Building,2017-06-21,26682,Straight-Line,19,-10318.99,25,7,6507,15,1,42,1
A494,Vehicle,2021-08-05,89749,Declining Balance,16,44190.93,27,3,19099,8,9,1,0
A495,Machine,2015-06-30,87258,Declining Balance,7,30595.28,23,9,4426,11,7,54,0
A496,Vehicle,2015-04-20,203503,Declining Balance,16,-104884.89,14,9,2142,12,4,85,0
A497,Furniture,2013-06-10,231974,Declining Balance,18,-241176.69,18,11,522,11,3,86,1
A498,Vehicle,2008-03-02,13688,Declining Balance,20,-31778.66,8,16,7773,10,5,24,1
A499,Vehicle,2021-03-26,118404,Declining Balance,16,51448.97,25,3,6279,13,2,4,1
A500,Building,2021-12-23,24111,Straight-Line,12,16041.41,16,2,9920,12,1,2,1
A501,Vehicle,2019-07-27,229488,Declining Balance,9,122087.62,30,5,6215,10,8,61,0
A502,Equipment,2021-05-20,120094,Straight-Line,8,87586.36,11,3,2699,2,1,55,1
A503,Building,2024-07-31,75717,Straight-Line,12,74049.15,30,0,16977,6,9,4,0
A504,Machine,2021-08-26,26685,Straight-Line,18,11722.39,7,3,19722,14,3,93,1
A505,Furniture,2012-08-21,180852,Declining Balance,16,-170268.44,5,12,7953,2,7,42,1
A506,Vehicle,2017-08-01,126594,Straight-Line,20,-55354.53,13,7,6726,5,3,85,1
A507,Equipment,2021-03-24,143717,Straight-Line,12,82670.74,8,3,17969,0,3,11,1
A508,Equipment,2024-08-07,67124,Straight-Line,16,65358.55,14,0,4286,15,5,61,0
A509,Building,2006-01-05,185296,Straight-Line,9,-127630.87,5,18,16811,6,3,57,1
A510,Vehicle,2004-11-01,122344,Declining Balance,19,-341225.8,19,19,5992,3,9,24,0
A511,Furniture,2006-02-04,21571,Declining Balance,20,-59027.71,9,18,19812,13,1,83,1
A512,Furniture,2019-09-08,239779,Straight-Line,16,44802.54,15,5,5456,2,2,63,1
A513,Machine,2018-11-22,184097,Declining Balance,8,97546.19,27,5,19466,1,1,72,1
A514,Building,2007-01-31,58188,Declining Balance,7,-13879.03,7,17,16299,7,8,82,1
A515,Building,2005-07-13,42606,Straight-Line,13,-63996.55,25,19,19901,6,4,39,0
A516,Building,2010-08-31,180189,Straight-Line,15,-201169.91,14,14,4381,10,1,96,1
A517,Furniture,2014-11-28,174417,Straight-Line,14,-66421.82,18,9,903,11,5,14,0
A518,Equipment,2011-11-05,17739,Declining Balance,20,-28129.68,23,12,6036,11,8,25,0
A519,Furniture,2019-07-10,77708,Declining Balance,13,24706.89,14,5,12019,3,3,59,1
A520,Machine,2011-09-07,180204,Straight-Line,9,-32101.0,11,13,19860,12,3,33,1
A521,Vehicle,2018-08-25,87509,Declining Balance,14,12524.58,11,6,7766,9,8,44,0
A522,Equipment,2009-03-15,55719,Straight-Line,10,-31049.99,10,15,17095,2,8,20,1
A523,Machine,2019-03-17,180211,Declining Balance,19,-10220.19,16,5,603,8,4,32,0
A524,Vehicle,2014-12-02,93220,Declining Balance,9,10563.23,17,9,4762,13,3,75,1
A525,Building,2017-07-02,105133,Straight-Line,20,-47698.7,17,7,13834,15,6,36,0
A526,Furniture,2014-08-09,198368,Straight-Line,19,-184830.06,18,10,7830,8,8,21,0
A527,Building,2005-01-18,224742,Declining Balance,16,-484679.21,13,19,12942,5,8,6,1
A528,Machine,2018-12-02,47840,Declining Balance,15,5865.32,24,5,17476,10,10,42,0
A529,Vehicle,2013-11-20,71110,Straight-Line,10,-6292.75,24,10,9013,14,1,98,1
A530,Furniture,2005-04-09,204775,Declining Balance,13,-314511.96,21,19,14918,11,8,20,0
A531,Vehicle,2016-10-23,189865,Straight-Line,15,-36802.6,14,7,15123,15,10,37,0
A532,Vehicle,2010-03-17,31620,Declining Balance,13,-28259.62,13,14,6789,15,8,81,1
A533,Vehicle,2020-03-23,19098,Straight-Line,17,4350.16,7,4,14021,8,8,12,0
A534,Building,2011-06-22,174913,Straight-Line,18,-243871.85,9,13,2413,5,7,18,1
A535,Machine,2014-10-03,164843,Straight-Line,14,-66316.56,7,10,12601,4,8,55,1
A536,Vehicle,2020-01-15,209254,Declining Balance,19,21246.45,15,4,3672,0,5,66,0
A537,Equipment,2006-06-25,8729,Declining Balance,8,-4047.39,22,18,14788,4,8,69,0
A538,Equipment,2018-01-10,103157,Declining Balance,6,61425.05,30,6,19274,7,1,67,1
A539,Machine,2024-02-17,116331,Straight-Line,20,101542.62,27,0,14713,5,2,54,1
A540,Furniture,2009-10-17,58614,Declining Balance,10,-29194.59,8,14,233,11,3,8,1
A541,Equipment,2021-08-09,19121,Straight-Line,18,8239.32,28,3,17534,1,4,13,0
A542,Machine,2021-07-24,87715,Declining Balance,14,48351.39,21,3,6726,0,2,95,1
A543,Vehicle,2019-07-17,83590,Declining Balance,12,31155.02,24,5,11509,15,2,7,1
A544,Building,2013-01-18,40743,Declining Balance,10,-7021.19,27,11,3004,7,7,53,0
A545,Building,2018-11-22,30571,Declining Balance,8,16198.44,10,5,12832,12,8,72,0
A546,Furniture,2018-06-07,243395,Straight-Line,16,-3387.52,25,6,10903,14,7,32,0
A547,Building,2018-11-03,68753,Declining Balance,12,19838.54,6,5,16999,6,1,76,1
A548,Machine,2014-08-14,198722,Declining Balance,17,-144288.51,24,10,142,7,10,30,0
A549,Machine,2007-10-13,233925,Straight-Line,6,-4601.59,14,16,18611,9,1,86,1
A550,Furniture,2012-11-19,222087,Straight-Line,11,-68323.7,29,11,11073,15,3,82,1
A551,Furniture,2021-12-09,44990,Declining Balance,13,28453.4,25,2,6245,3,2,26,1
A552,Machine,2012-07-04,111343,Straight-Line,6,29400.65,12,12,14605,13,1,54,1
A553,Vehicle,2019-07-18,194550,Declining Balance,14,52246.0,8,5,5015,5,10,13,0
A554,Machine,2005-11-09,72964,Declining Balance,8,-37477.51,27,18,11332,15,8,9,0
A555,Vehicle,2022-05-21,148247,Declining Balance,20,77657.06,7,2,3719,12,9,9,0
A556,Building,2010-06-26,58102,Straight-Line,16,-74746.23,18,14,6309,1,2,33,1
A557,Furniture,2011-05-28,214143,Declining Balance,14,-186685.76,14,13,17215,12,3,7,1
A558,Furniture,2016-06-13,100786,Straight-Line,8,33698.42,23,8,987,5,5,92,0
A559,Furniture,2023-11-20,127949,Declining Balance,11,115571.25,29,0,12191,8,3,14,1
